claim,language,label,source,evidence,topic
"A ""known antifa member"" was paid $70,000 for his video of the Jan. 6 Capitol riot",en,1,USA Today,https://www.usatoday.com/story/news/factcheck/2021/07/29/fact-check-john-sullivan-not-antifa-member-jan-6-capitol-riot/5405679001/,January 6 Capitol
"House Speaker Nancy Pelosi, who is in charge of overseeing the Capitol Police, is responsible for security failures that allowed the Jan. 6 insurrection at the U.S. Capitol to happen.",en,1,AP News,https://apnews.com/article/fact-checking-9909210228,January 6 Capitol
"A permanent perimeter fence is planned for the U.S. Capitol in response to the Jan. 6, 2021, insurrection.",en,2,Snopes,https://www.snopes.com/fact-check/us-capitol-security-fence/,January 6 Capitol
"Conservative commentator Ben Shapiro tweeted: “Literally every regular human I know owns zip ties,” amid discussion about rioters carrying zip cuffs at the U.S. Capitol insurrection.",en,0,Snopes,https://www.snopes.com/fact-check/ben-shapiro-zip-ties-capitol/,January 6 Capitol
"A photograph shows a rioter holding a lectern (which some bystanders referred to as a podium) inside the U.S. Capitol on Jan. 6, 2021.",en,0,Snopes,https://www.snopes.com/fact-check/capitol-riot-podium/,January 6 Capitol
"Only one film is scheduled to play at many major movie theaters nationwide from Jan. 7-8, and this may be related to a Jan. 6 news conference planned by former President Donald Trump.",en,1,AP News,https://apnews.com/article/fact-checking-979651194253,January 6 Capitol
"Apple disabled directions to Washington, D.C., in preparation for Jan. 6 protests against the certification of the 2020 presidential election.",en,1,Snopes,https://www.snopes.com/fact-check/apple-blocked-directions-capitol/,January 6 Capitol
"A U.S. Capitol Police officer posed for a photograph with a member of the pro-Trump mob that stormed the federal building on Jan. 6, 2021.",en,0,Snopes,https://www.snopes.com/fact-check/capitol-police-selfie/,January 6 Capitol
A photograph shows U.S. Rep. Lauren Boebert with a group of insurrectionists on the steps of the U.S. Capitol the day before the Jan. 6 riot.,en,3,Snopes.com,https://www.snopes.com/fact-check/lauren-boebert-capitol-steps/,January 6 Capitol
"A ""previously censored video"" shows ""ANTIFA members"" dressing up as supporters of Donald Trump in Washington, D.C. on January 6, 2021.",en,3,Lead Stories,https://leadstories.com/hoax-alert/2023/03/fact-check-previously-censored-video-does-not-show-antifa-members-dressing-as-trump-supporters-on-january-6-2021.html,January 6 Capitol
Genuine video of Indian soldier trapped in Ukraine war,en,1,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.86TW2T4,Russia Ukraine war
Fact check: Viral video showing explosion not related to Russia-Ukraine war,en,2,Lighthouse Journalism,https://www.lighthousejournalism.com/world/fact-check-viral-video-showing-explosion-not-related-to-russia-ukraine-war-4453/,Russia Ukraine war
The video shows massive explosions in Moscow during the recent June 2025 Russia-Ukraine conflict.,en,2,FACTLY,https://factly.in/a-compilation-of-two-old-videos-from-crimea-is-falsely-shared-as-that-of-explosions-in-moscow-during-the-ongoing-june-2025-russia-ukraine-conflict/,Russia Ukraine war
"NATO has allegedly deceived and disrespected Russia by expanding into Eastern Europe, threatening Moscow's interests. That, at least, is how the Kremlin has justified its war in Ukraine. But is there any truth to it?",en,1,DW.com,https://www.dw.com/en/nato-expansion-east-russia-putin-ukraine/a-73030670,Russia Ukraine war
The video shows that Ukraine destroyed 40 Russian nuclear-capable bombers in a drone strike on Russian airbases in June 2025.,en,1,FACTLY,https://factly.in/gaming-simulation-video-is-falsely-shared-as-real-footage-of-the-ongoing-june-2025-russia-ukraine-conflict/,Russia Ukraine war
"Claim: A viral post on Xallegedly shows ""[f]irst images of the truck driver at Irkutsk airbase"" — it includes a photo of what's made to look like an ID card from Ukraine.",en,1,DW.com,https://www.dw.com/en/fact-check-posts-dont-show-recent-drone-attacks-in-russia-ukraine-war/a-72764181,Russia Ukraine war
"Claim: This video allegedly shows a Russian Iskinder missile hitting targets in Ukraine. ""It's Just beginning,"" a social media user writes in this post on X with 2 million views.",en,1,DW.com,https://www.dw.com/en/fact-check-posts-dont-show-recent-drone-attacks-in-russia-ukraine-war/a-72764181,Russia Ukraine war
Video shows London rally backing Trump's efforts to end war in Ukraine.,en,1,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.36ZP4UA,Russia Ukraine war
"""Zelenskyy said he would quickly make peace with Russia, but instead, he started a war.""",en,1,VOA,https://www.voanews.com/a/russia-uk-ambassador-falsely-claims-zelenskyy-started-russia-ukraine-war/7987874.html,Russia Ukraine war
Ukraine ‘should have never started it’Russia Ukraine WarUKRAINE-CRISIS/WHAT TRUMP SAID,en,3,AP News,https://apnews.com/article/ukraine-russia-trump-war-zelenskyy-putin-7fe8c0c80b4e93e3bc079c621a44e8bb,Russia Ukraine war
"Ukrainian President Volodymyr Zelenskyy said the U.S. will have ""to send their sons and daughters"" to die for Ukraine after having a heated exchange with U.S. President Donald Trump at the White House in February 2025.",en,3,Snopes,https://www.snopes.com/fact-check/zelenskyy-us-ukraine-war-quote/,Russia Ukraine war
"Zelenskyy ""went to Pennsylvania and campaigned for the opposition in October.""",en,2,PolitiFact,https://www.politifact.com/article/2025/feb/28/trump-vance-and-zelenskyys-tense-oval-office-meeti/,Russia Ukraine war
The U.S. has given Ukraine “$350 billion” for the war with Russia gave “$200 billion more than Europe.”,en,1,FactCheck.org,https://www.factcheck.org/2025/02/trumps-false-and-misleading-ukraine-claims/,Russia Ukraine war
"""Let me stress once again, so that no one accuses us of nuclear saber-rattling: this is a policy of nuclear deterrence.""",en,2,VOA,https://www.voanews.com/a/putin-claims-russia-is-not-engaged-in-nuclear-saber-rattling-voa-counts-135-nuclear-threats-in-3-years-/7908649.html,Russia Ukraine war
"""[T]he figures announced with regard to losses on both sides, it is obvious that they were presented in the Ukrainian interpretation … Ukraine’s losses are multiple times higher than those of Russia.”",en,1,VOA,https://www.voanews.com/a/kremlin-falsely-claims-trump-report-of-600-000-russian-casualties-in-ukraine-came-from-kyiv/7899293.html,Russia Ukraine war
"“[W]e have always recognized the borders of Ukraine within the framework of our agreements after the collapse of the Soviet Union. … But later, as is known, the Ukrainian leadership amended the Basic Law and announced its desire to join the North Atlantic Treaty Organization, and we did not agree to this.”",en,1,VOA,https://www.voanews.com/a/putin-justifies-war-in-ukraine-by-accusing-kyiv-of-violating-a-treaty-moscow-violated-repeatedly/7861987.html,Russia Ukraine war
“This [North Korean troop deployment to Russia's war in Ukraine] seems yet another information canard.”,en,1,VOA,https://www.voanews.com/a/kremlin-denies-falsely-north-korean-military-joining-russia-war-in-ukraine/7826328.html,Russia Ukraine war
“Iran has NOT delivered ballistic missiles to Russia. Period.”,en,1,VOA,https://www.voanews.com/a/iran-denies-delivering-ballistic-missiles-aid-to-moscow-s-ukraine-war-effort/7783007.html,Russia Ukraine war
Russia Declares War Against The USA!!,en,2,Fact Crescendo Sri Lanka,https://srilanka.factcrescendo.com/english/did-russia-declare-war-against-the-usa/,Russia Ukraine war
General Kamal Gunarathna Said He Is Unaware That Retired Sri Lankan Soldiers Joining The Ukraine-Russia Conflict !!,en,1,Fact Crescendo Sri Lanka,https://srilanka.factcrescendo.com/english/general-kamal-gunarathna-didnt-say-he-is-unaware-that-retired-sri-lankan-soldiers-joining-the-ukraine-russia-conflict/,Russia Ukraine war
France sent troops to fight in the Russia-Ukraine war.,en,1,AP News,https://apnews.com/article/fact-check-french-troops-russia-ukraine-deployed-994039088319,Russia Ukraine war
"“Then the Russians go in. They don’t send a big army. They only send 40,000 people. It’s a nation of 44 million people. They clearly do not intend to conquer Ukraine, but they want us back at the negotiating table.”",en,1,The Washington Post,https://www.washingtonpost.com/politics/2024/05/08/rfk-jrs-history-lesson-russias-invasion-ukraine-flunks-fact-test/,Russia Ukraine war
"“When the wall came down in the Soviet Union and Europe, [Soviet President Mikhail] Gorbachev destroyed himself politically by doing something that was very, very courageous. He went to [President George H.W.] Bush. He said, ‘I’m going to allow you to reunify Germany under a NATO army. I’m going to remove 450,000 Soviet troops. But I want your commitment. After that, you will not move NATO one inch to the east.’ And we solemnly swore that we wouldn’t do it.”",en,1,The Washington Post,https://www.washingtonpost.com/politics/2024/05/08/rfk-jrs-history-lesson-russias-invasion-ukraine-flunks-fact-test/,Russia Ukraine war
"“Well, then in ’97, Zbigniew Brzezinski, he was the first of the neocons, said, ‘We’re going to move NATO a thousand miles to the east and take 15 countries into it and surround the Soviet Union.’”",en,1,The Washington Post,https://www.washingtonpost.com/politics/2024/05/08/rfk-jrs-history-lesson-russias-invasion-ukraine-flunks-fact-test/,Russia Ukraine war
"“We then overthrow the Ukraine government, in 2014, their elected government, and put in a Western sympathetic government.”",en,3,The Washington Post,https://www.washingtonpost.com/politics/2024/05/08/rfk-jrs-history-lesson-russias-invasion-ukraine-flunks-fact-test/,Russia Ukraine war
"“And we put Aegis missile systems in Romania and Poland, twelve minutes from Moscow. When Russians did that to Cuba in ’62, we came this close to nuclear war until they removed them. So the Russians don’t want nukes 400 miles from Moscow.”",en,1,The Washington Post,https://www.washingtonpost.com/politics/2024/05/08/rfk-jrs-history-lesson-russias-invasion-ukraine-flunks-fact-test/,Russia Ukraine war
This video shows the damage caused to an Israeli airbase by Iran’s April 14 attack.,en,1,India Today,https://www.indiatoday.in/fact-check/story/fact-check-old-video-from-russia-ukraine-war-viral-as-iran-attack-on-israeli-airbase-2528761-2024-04-18,Russia Ukraine war
A photo shows a Ukrainian soldier from the Azov Regiment who lost both legs and his left arm in the Russia-Ukraine war giving the Nazi salute.,en,1,AP News,https://apnews.com/article/fact-check-ukrainian-soldier-photo-nazi-salute-863799988341,Russia Ukraine war
The image shows a fire at a Russian oil refinery following an attack by Ukraine.,en,1,India Today,https://www.indiatoday.in/fact-check/story/digitally-made-photo-of-fire-viral-as-ukrainian-attack-on-russia-vladimir-putin-2516784-2024-03-19,Russia Ukraine war
Zelenskyy told US leaders to 'stop crying' over Ukraine war funding,en,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/12/19/zelenskyy-didnt-tell-americans-to-stop-crying-over-aid-fact-check/71937804007/,Russia Ukraine war
Less than 48 hours after Israel was attacked “we have hundreds of hours worth of footage but zero footage from the Ukraine war.”,en,1,PolitiFact,https://www.politifact.com/factchecks/2023/oct/13/instagram-posts/claim-that-theres-zero-footage-from-the-ukraine-wa/,Russia Ukraine war
Video shows protest in Montreal over Canada's plans to fund Ukraine war,en,1,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.33X89DA,Russia Ukraine war
Ukraine military ordered all women ages 18 to 60 to “report for duty” as of Oct. 1.,en,2,FactCheck.org,https://www.factcheck.org/2023/10/online-video-misrepresents-ukraines-conscription-of-women-in-war-with-russia/,Russia Ukraine war
A video showing a beach club in Kyiv proves the war in Ukraine is “fake.”,en,1,AP News,https://apnews.com/article/fact-check-video-ukraine-war-beach-party-413915632670,Russia Ukraine war
"“We [the United States] put a new government in [Ukraine] that immediately makes a civil war against the Russian population of Donbas, bans the Russian language, kills 14,000 of them...”",en,1,VOA,https://www.voanews.com/a/fact-check-robert-kennedy-jr-repeats-russia-s-false-justification-for-ukraine-war-/7138506.html,Russia Ukraine war
Photo shows US soldiers who recently died in Kiev due to the ongoing war between Russia and Ukraine.,en,1,Boom Live,https://www.boomlive.in/fact-check/viral-photo-united-states-soldiers-coffins-ukraine-old-photo-social-media-22151,Russia Ukraine war
Viral image shows two children 'paying their respect' to Ukrainian troops amid the ongoing Russia Ukraine troops.,en,1,Newschecker,https://newschecker.in/fact-check/old-image-children-paying-respect-to-ukrainian-troops,Russia Ukraine war
AI121 sent to rescue Indians in Ukraine on Febuary 24,en,1,Alt News,https://www.altnews.in/air-india-flight-in-war-tone-ukraine-no-misinfo-believed-to-be-true/,Russia Ukraine war
The war in Ukraine is over,en,1,USA Today,https://www.usatoday.com/story/news/factcheck/2022/12/21/fact-check-russia-ukraine-war-continues-contrary-post/10927862002/,Russia Ukraine war
Pictures of simulated traumatic injuries for first aid training is proof the war in Ukraine is being staged.,en,3,Lead Stories,https://leadstories.com/hoax-alert/2022/11/fact-check-these-are-not-staged-photos-taken-during-russias-war-in-ukraine.html,Russia Ukraine war
